user_id,podcast_name,listen_count
98,DecaMillionaire Decoded,13
98,Murder: True Crime Stories,5
98,Y Combinator Startup Podcast,13
99,Epic Spotlight Podcast,13
99,Good Life Project,9
99,Endless Thread,14
99,True Crime with Kendall Rae,5
99,Industry Optimized,13
99,Get Real with Jim Weiss,7
99,EXPANDED Podcast by To Be Magnetic™,7
99,The Fighter & The Kid,3
99,The Ringer's Philly Special,2
99,Smart Money Happy Hour with Rachel Cruze and George Kamel,5
99,Financial Feminist,12
99,Stronger Weekly,12
99,Laugh Lines with Kim & Penn Holderness,7
99,The President's Daily Brief,28
99,The Shawn Ryan Show,11
99,This Past Weekend w/ Theo Von,1
99,AI to ROI  (fka Metrics that Measure Up),5
100,First Take,4
100,The Domonique Foxworth Show,1
100,Menopause Mastery,5
100,The Code To Winning,15
100,Drop Dead Serious With Ashleigh Banfield,9
100,We're All Insane,8
100,Jacob Reed and Me,3
100,The Eugene Hamilton Podcast,13
100,The Diary Of A CEO with Steven Bartlett,9
100,Adam Carolla Show,3
100,Coffee Break German,10
100,Brock and Salk,3
100,The Press Box,1
100,Nerd Snipe with Theo and Ben,10
100,Little Talk in Slow French,12
100,Unicorn Girl,10
100,In The Dark,14
100,Sistas Who Kill: A True Crime Podcast,7
100,Office Hours with Arthur Brooks,15
100,AI + a16z,14
100,The Pragmatic Engineer,13
100,The Fighter & The Kid,4
100,"The Pour Over: Politically Neutral, Christ-First News",19
100,Locked On Dolphins - Daily Podcast On The Miami Dolphins,4
100,Ricky Rambles,5
